,iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,total_tests_per_thousand,total_vaccinations,people_vaccinated,people_fully_vaccinated,people_fully_vaccinated_per_hundred,new_vaccinations,people_vaccinated_per_hundred,population_density,median_age,aged_70_older,extreme_poverty,population,cardiovasc_death_rate,diabetes_prevalence,human_development_index
286746,NOR,Europe,Norway,2022-03-17,1353454.0,0.0,2036.0,0.0,248030.94,0.0,373.113,0.0,10946230.0,2025.946,11297630.0,4334083.0,4028564.0,74.13,2250.0,79.75,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286747,NOR,Europe,Norway,2022-03-18,1353454.0,0.0,2036.0,0.0,248030.94,0.0,373.113,0.0,10952386.0,2027.086,11298770.0,4334167.0,4028769.0,74.14,1140.0,79.76,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286748,NOR,Europe,Norway,2022-03-19,1353454.0,0.0,2036.0,0.0,248030.94,0.0,373.113,0.0,10955198.0,2027.606,11298872.0,4334174.0,4028791.0,74.14,102.0,79.76,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286749,NOR,Europe,Norway,2022-03-20,1381103.0,27649.0,2225.0,189.0,253097.83,5066.894,407.748,34.636,10957754.0,2028.079,11298887.0,4334176.0,4028793.0,74.14,15.0,79.76,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286750,NOR,Europe,Norway,2022-03-21,1381103.0,0.0,2225.0,0.0,253097.83,0.0,407.748,0.0,10966034.0,2029.612,11300031.0,4334239.0,4028982.0,74.14,1144.0,79.76,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286751,NOR,Europe,Norway,2022-03-22,1381103.0,0.0,2225.0,0.0,253097.83,0.0,407.748,0.0,10972178.0,2030.749,11301514.0,4334350.0,4029227.0,74.14,1483.0,79.76,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286752,NOR,Europe,Norway,2022-03-23,1381103.0,0.0,2225.0,0.0,253097.83,0.0,407.748,0.0,10978681.0,2031.952,11303725.0,4334505.0,4029585.0,74.15,2211.0,79.76,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286753,NOR,Europe,Norway,2022-03-24,1381103.0,0.0,2225.0,0.0,253097.83,0.0,407.748,0.0,10984095.0,2032.954,11305941.0,4334675.0,4029941.0,74.16,2216.0,79.76,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286754,NOR,Europe,Norway,2022-03-25,1381103.0,0.0,2225.0,0.0,253097.83,0.0,407.748,0.0,10988973.0,2033.857,11307018.0,4334743.0,4030103.0,74.16,1077.0,79.77,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286755,NOR,Europe,Norway,2022-03-26,1381103.0,0.0,2225.0,0.0,253097.83,0.0,407.748,0.0,10991146.0,2034.259,11307133.0,4334750.0,4030126.0,74.16,115.0,79.77,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286756,NOR,Europe,Norway,2022-03-27,1399112.0,18009.0,2428.0,203.0,256398.12,3300.289,444.95,37.201,10993131.0,2034.627,11307146.0,4334751.0,4030129.0,74.16,13.0,79.77,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286757,NOR,Europe,Norway,2022-03-28,1399112.0,0.0,2428.0,0.0,256398.12,0.0,444.95,0.0,10999713.0,2035.845,11308107.0,4334829.0,4030294.0,74.16,961.0,79.77,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286758,NOR,Europe,Norway,2022-03-29,1399112.0,0.0,2428.0,0.0,256398.12,0.0,444.95,0.0,11004405.0,2036.713,11309569.0,4334939.0,4030548.0,74.17,1462.0,79.77,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286759,NOR,Europe,Norway,2022-03-30,1399112.0,0.0,2428.0,0.0,256398.12,0.0,444.95,0.0,11009446.0,2037.646,11311744.0,4335080.0,4030873.0,74.17,2175.0,79.77,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286760,NOR,Europe,Norway,2022-03-31,1399112.0,0.0,2428.0,0.0,256398.12,0.0,444.95,0.0,11013756.0,2038.444,11313458.0,4335221.0,4031165.0,74.18,1714.0,79.77,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286761,NOR,Europe,Norway,2022-04-01,1399112.0,0.0,2428.0,0.0,256398.12,0.0,444.95,0.0,11017587.0,2039.153,11314432.0,4335297.0,4031327.0,74.18,974.0,79.78,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286762,NOR,Europe,Norway,2022-04-02,1399112.0,0.0,2428.0,0.0,256398.12,0.0,444.95,0.0,11019156.0,2039.443,11314464.0,4335301.0,4031333.0,74.18,32.0,79.78,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286763,NOR,Europe,Norway,2022-04-03,1409933.0,10821.0,2600.0,172.0,258381.16,1983.032,476.47,31.52,11020950.0,2039.776,11314482.0,4335305.0,4031339.0,74.18,18.0,79.78,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286764,NOR,Europe,Norway,2022-04-04,1409933.0,0.0,2600.0,0.0,258381.16,0.0,476.47,0.0,11026395.0,2040.783,11315317.0,4335366.0,4031491.0,74.19,835.0,79.78,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286765,NOR,Europe,Norway,2022-04-05,1409933.0,0.0,2600.0,0.0,258381.16,0.0,476.47,0.0,11030676.0,2041.576,11316458.0,4335452.0,4031702.0,74.19,1141.0,79.78,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286766,NOR,Europe,Norway,2022-04-06,1409933.0,0.0,2600.0,0.0,258381.16,0.0,476.47,0.0,11034951.0,2042.367,11318134.0,4335571.0,4031970.0,74.19,1676.0,79.78,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286767,NOR,Europe,Norway,2022-04-07,1409933.0,0.0,2600.0,0.0,258381.16,0.0,476.47,0.0,11038671.0,2043.055,11320309.0,4335761.0,4032361.0,74.2,2175.0,79.78,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286768,NOR,Europe,Norway,2022-04-08,1409933.0,0.0,2600.0,0.0,258381.16,0.0,476.47,0.0,11042116.0,2043.693,11321385.0,4335859.0,4032532.0,74.2,1076.0,79.79,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286769,NOR,Europe,Norway,2022-04-09,1409933.0,0.0,2600.0,0.0,258381.16,0.0,476.47,0.0,11043609.0,2043.969,11321451.0,4335863.0,4032541.0,74.21,66.0,79.79,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286770,NOR,Europe,Norway,2022-04-10,1417007.0,7074.0,2730.0,130.0,259677.52,1296.365,500.294,23.824,11044943.0,2044.216,11321465.0,4335863.0,4032542.0,74.21,14.0,79.79,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286771,NOR,Europe,Norway,2022-04-11,1417007.0,0.0,2730.0,0.0,259677.52,0.0,500.294,0.0,11048607.0,2044.894,11322219.0,4335942.0,4032693.0,74.21,754.0,79.79,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286772,NOR,Europe,Norway,2022-04-12,1417007.0,0.0,2730.0,0.0,259677.52,0.0,500.294,0.0,11051160.0,2045.367,11322831.0,4336017.0,4032805.0,74.21,612.0,79.79,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286773,NOR,Europe,Norway,2022-04-13,1417007.0,0.0,2730.0,0.0,259677.52,0.0,500.294,0.0,11053044.0,2045.716,11323182.0,4336051.0,4032882.0,74.21,351.0,79.79,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286774,NOR,Europe,Norway,2022-04-14,1417007.0,0.0,2730.0,0.0,259677.52,0.0,500.294,0.0,11054191.0,2045.928,11323202.0,4336051.0,4032889.0,74.21,20.0,79.79,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286775,NOR,Europe,Norway,2022-04-15,1417007.0,0.0,2730.0,0.0,259677.52,0.0,500.294,0.0,11055289.0,2046.131,11323214.0,4336053.0,4032891.0,74.21,12.0,79.79,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286776,NOR,Europe,Norway,2022-04-16,1417007.0,0.0,2730.0,0.0,259677.52,0.0,500.294,0.0,11056396.0,2046.336,11323233.0,4336054.0,4032897.0,74.21,19.0,79.79,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286777,NOR,Europe,Norway,2022-04-17,1420764.0,3757.0,2855.0,125.0,260366.02,688.499,523.201,22.907,11057423.0,2046.526,11323236.0,4336056.0,4032897.0,74.21,3.0,79.79,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286778,NOR,Europe,Norway,2022-04-18,1420764.0,0.0,2855.0,0.0,260366.02,0.0,523.201,0.0,11059018.0,2046.821,11323242.0,4336058.0,4032897.0,74.21,6.0,79.79,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286779,NOR,Europe,Norway,2022-04-19,1420764.0,0.0,2855.0,0.0,260366.02,0.0,523.201,0.0,11062676.0,2047.498,11324506.0,4336176.0,4033123.0,74.22,1264.0,79.79,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286780,NOR,Europe,Norway,2022-04-20,1420764.0,0.0,2855.0,0.0,260366.02,0.0,523.201,0.0,11065538.0,2048.028,11326125.0,4336302.0,4033426.0,74.22,1619.0,79.79,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286781,NOR,Europe,Norway,2022-04-21,1420764.0,0.0,2855.0,0.0,260366.02,0.0,523.201,0.0,11067992.0,2048.482,11328402.0,4336528.0,4033795.0,74.23,2277.0,79.8,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286782,NOR,Europe,Norway,2022-04-22,1420764.0,0.0,2855.0,0.0,260366.02,0.0,523.201,0.0,11070202.0,2048.891,11329307.0,4336600.0,4033940.0,74.23,905.0,79.8,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286783,NOR,Europe,Norway,2022-04-23,1420764.0,0.0,2855.0,0.0,260366.02,0.0,523.201,0.0,11071059.0,2049.05,11329360.0,4336613.0,4033956.0,74.23,53.0,79.8,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286784,NOR,Europe,Norway,2022-04-24,1424626.0,3862.0,2936.0,81.0,261073.77,707.741,538.045,14.844,11071885.0,2049.203,11329373.0,4336615.0,4033957.0,74.23,13.0,79.8,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286785,NOR,Europe,Norway,2022-04-25,1424626.0,0.0,2936.0,0.0,261073.77,0.0,538.045,0.0,11074472.0,2049.681,11330264.0,4336731.0,4034109.0,74.23,891.0,79.8,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286786,NOR,Europe,Norway,2022-04-26,1424626.0,0.0,2936.0,0.0,261073.77,0.0,538.045,0.0,11076428.0,2050.043,11331704.0,4336860.0,4034329.0,74.24,1440.0,79.8,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286787,NOR,Europe,Norway,2022-04-27,1424626.0,0.0,2936.0,0.0,261073.77,0.0,538.045,0.0,11078487.0,2050.425,11333915.0,4337026.0,4034654.0,74.24,2211.0,79.81,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286788,NOR,Europe,Norway,2022-04-28,1424626.0,0.0,2936.0,0.0,261073.77,0.0,538.045,0.0,11080431.0,2050.784,11336188.0,4337252.0,4034990.0,74.25,2273.0,79.81,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286789,NOR,Europe,Norway,2022-04-29,1424626.0,0.0,2936.0,0.0,261073.77,0.0,538.045,0.0,11082113.0,2051.096,11337153.0,4337327.0,4035117.0,74.25,965.0,79.81,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286790,NOR,Europe,Norway,2022-04-30,1424626.0,0.0,2936.0,0.0,261073.77,0.0,538.045,0.0,11082858.0,2051.234,11337246.0,4337341.0,4035134.0,74.25,93.0,79.81,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286791,NOR,Europe,Norway,2022-05-01,1426932.0,2306.0,3000.0,64.0,261496.36,422.592,549.773,11.728,11083542.0,2051.36,11337253.0,4337342.0,4035134.0,74.25,7.0,79.81,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286792,NOR,Europe,Norway,2022-05-02,1426932.0,0.0,3000.0,0.0,261496.36,0.0,549.773,0.0,11085650.0,2051.75,11338102.0,4337398.0,4035251.0,74.25,849.0,79.81,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286793,NOR,Europe,Norway,2022-05-03,1426932.0,0.0,3000.0,0.0,261496.36,0.0,549.773,0.0,11087402.0,2052.075,11339497.0,4337520.0,4035460.0,74.26,1395.0,79.82,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286794,NOR,Europe,Norway,2022-05-04,1426932.0,0.0,3000.0,0.0,261496.36,0.0,549.773,0.0,11089238.0,2052.414,11341434.0,4337682.0,4035732.0,74.26,1937.0,79.82,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286795,NOR,Europe,Norway,2022-05-05,1426932.0,0.0,3000.0,0.0,261496.36,0.0,549.773,0.0,11090833.0,2052.71,11343669.0,4337846.0,4036061.0,74.27,2235.0,79.82,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286796,NOR,Europe,Norway,2022-05-06,1426932.0,0.0,3000.0,0.0,261496.36,0.0,549.773,0.0,11092432.0,2053.006,11344668.0,4337944.0,4036233.0,74.27,999.0,79.82,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286797,NOR,Europe,Norway,2022-05-07,1426932.0,0.0,3000.0,0.0,261496.36,0.0,549.773,0.0,11093013.0,2053.113,11344821.0,4337970.0,4036266.0,74.27,153.0,79.83,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286798,NOR,Europe,Norway,2022-05-08,1428812.0,1880.0,3072.0,72.0,261840.88,344.525,562.968,13.195,11093604.0,2053.222,11344843.0,4337976.0,4036270.0,74.27,22.0,79.83,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286799,NOR,Europe,Norway,2022-05-09,1428812.0,0.0,3072.0,0.0,261840.88,0.0,562.968,0.0,11095682.0,2053.607,11345750.0,4338071.0,4036409.0,74.28,907.0,79.83,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286800,NOR,Europe,Norway,2022-05-10,1428812.0,0.0,3072.0,0.0,261840.88,0.0,562.968,0.0,11097352.0,2053.916,11347414.0,4338190.0,4036641.0,74.28,1664.0,79.83,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286801,NOR,Europe,Norway,2022-05-11,1428812.0,0.0,3072.0,0.0,261840.88,0.0,562.968,0.0,11098919.0,2054.206,11349824.0,4338366.0,4036947.0,74.29,2410.0,79.83,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286802,NOR,Europe,Norway,2022-05-12,1428812.0,0.0,3072.0,0.0,261840.88,0.0,562.968,0.0,11100533.0,2054.505,11352240.0,4338560.0,4037342.0,74.29,2416.0,79.84,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286803,NOR,Europe,Norway,2022-05-13,1428812.0,0.0,3072.0,0.0,261840.88,0.0,562.968,0.0,11102012.0,2054.779,11353338.0,4338640.0,4037522.0,74.3,1098.0,79.84,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286804,NOR,Europe,Norway,2022-05-14,1428812.0,0.0,3072.0,0.0,261840.88,0.0,562.968,0.0,11102556.0,2054.879,11353490.0,4338654.0,4037543.0,74.3,152.0,79.84,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286805,NOR,Europe,Norway,2022-05-15,1430611.0,1799.0,3118.0,46.0,262170.56,329.681,571.398,8.43,11103126.0,2054.985,11353531.0,4338662.0,4037547.0,74.3,41.0,79.84,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286806,NOR,Europe,Norway,2022-05-16,1430611.0,0.0,3118.0,0.0,262170.56,0.0,571.398,0.0,11105004.0,2055.332,11354247.0,4338720.0,4037672.0,74.3,716.0,79.84,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286807,NOR,Europe,Norway,2022-05-17,1430611.0,0.0,3118.0,0.0,262170.56,0.0,571.398,0.0,11105432.0,2055.412,11354257.0,4338720.0,4037673.0,74.3,10.0,79.84,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286808,NOR,Europe,Norway,2022-05-18,1430611.0,0.0,3118.0,0.0,262170.56,0.0,571.398,0.0,11107360.0,2055.768,11356410.0,4338874.0,4038021.0,74.31,2153.0,79.84,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286809,NOR,Europe,Norway,2022-05-19,1430611.0,0.0,3118.0,0.0,262170.56,0.0,571.398,0.0,11109123.0,2056.095,11359208.0,4339116.0,4038553.0,74.32,2798.0,79.85,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286810,NOR,Europe,Norway,2022-05-20,1430611.0,0.0,3118.0,0.0,262170.56,0.0,571.398,0.0,11110677.0,2056.382,11360506.0,4339216.0,4038800.0,74.32,1298.0,79.85,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286811,NOR,Europe,Norway,2022-05-21,1430611.0,0.0,3118.0,0.0,262170.56,0.0,571.398,0.0,11111260.0,2056.49,11360670.0,4339243.0,4038845.0,74.32,164.0,79.85,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286812,NOR,Europe,Norway,2022-05-22,1432156.0,1545.0,3144.0,26.0,262453.7,283.133,576.162,4.765,11111855.0,2056.6,11360717.0,4339244.0,4038847.0,74.32,47.0,79.85,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286813,NOR,Europe,Norway,2022-05-23,1432156.0,0.0,3144.0,0.0,262453.7,0.0,576.162,0.0,11114012.0,2057.0,11362190.0,4339362.0,4039088.0,74.33,1473.0,79.85,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286814,NOR,Europe,Norway,2022-05-24,1432156.0,0.0,3144.0,0.0,262453.7,0.0,576.162,0.0,11115691.0,2057.31,11365152.0,4339578.0,4039660.0,74.34,2962.0,79.85,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286815,NOR,Europe,Norway,2022-05-25,1432156.0,0.0,3144.0,0.0,262453.7,0.0,576.162,0.0,11117268.0,2057.602,11368193.0,4339795.0,4040243.0,74.35,3041.0,79.86,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286816,NOR,Europe,Norway,2022-05-26,1432156.0,0.0,3144.0,0.0,262453.7,0.0,576.162,0.0,11117750.0,2057.691,11368205.0,4339796.0,4040244.0,74.35,12.0,79.86,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286817,NOR,Europe,Norway,2022-05-27,1432156.0,0.0,3144.0,0.0,262453.7,0.0,576.162,0.0,11119249.0,2057.969,11369531.0,4339929.0,4040516.0,74.35,1326.0,79.86,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286818,NOR,Europe,Norway,2022-05-28,1432156.0,0.0,3144.0,0.0,262453.7,0.0,576.162,0.0,11119726.0,2058.057,11369710.0,4339956.0,4040561.0,74.35,179.0,79.86,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286819,NOR,Europe,Norway,2022-05-29,1433735.0,1579.0,3182.0,38.0,262743.06,289.364,583.126,6.964,11120259.0,2058.156,11369753.0,4339969.0,4040574.0,74.35,43.0,79.86,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286820,NOR,Europe,Norway,2022-05-30,1433735.0,0.0,3182.0,0.0,262743.06,0.0,583.126,0.0,11122302.0,2058.534,11371096.0,4340075.0,4040846.0,74.36,1343.0,79.86,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286821,NOR,Europe,Norway,2022-05-31,1433735.0,0.0,3182.0,0.0,262743.06,0.0,583.126,0.0,11123808.0,2058.813,11373203.0,4340241.0,4041248.0,74.37,2107.0,79.87,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286822,NOR,Europe,Norway,2022-06-01,1433735.0,0.0,3182.0,0.0,262743.06,0.0,583.126,0.0,11125279.0,2059.085,11375853.0,4340440.0,4041742.0,74.37,2650.0,79.87,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286823,NOR,Europe,Norway,2022-06-02,1433735.0,0.0,3182.0,0.0,262743.06,0.0,583.126,0.0,11126685.0,2059.345,11378874.0,4340709.0,4042398.0,74.39,3021.0,79.88,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286824,NOR,Europe,Norway,2022-06-03,1433735.0,0.0,3182.0,0.0,262743.06,0.0,583.126,0.0,11128081.0,2059.604,11380036.0,4340799.0,4042679.0,74.39,1162.0,79.88,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286825,NOR,Europe,Norway,2022-06-04,1433735.0,0.0,3182.0,0.0,262743.06,0.0,583.126,0.0,11128605.0,2059.7,11380073.0,4340801.0,4042688.0,74.39,37.0,79.88,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286826,NOR,Europe,Norway,2022-06-05,1435610.0,1875.0,3218.0,36.0,263086.66,343.608,589.723,6.597,11129159.0,2059.803,11380079.0,4340801.0,4042689.0,74.39,6.0,79.88,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286827,NOR,Europe,Norway,2022-06-06,1435610.0,0.0,3218.0,0.0,263086.66,0.0,589.723,0.0,11129786.0,2059.919,11380092.0,4340801.0,4042691.0,74.39,13.0,79.88,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286828,NOR,Europe,Norway,2022-06-07,1435610.0,0.0,3218.0,0.0,263086.66,0.0,589.723,0.0,11131673.0,2060.268,11381969.0,4340950.0,4043100.0,74.4,1877.0,79.88,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286829,NOR,Europe,Norway,2022-06-08,1435610.0,0.0,3218.0,0.0,263086.66,0.0,589.723,0.0,11133394.0,2060.587,11383964.0,4341116.0,4043481.0,74.41,1995.0,79.88,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286830,NOR,Europe,Norway,2022-06-09,1435610.0,0.0,3218.0,0.0,263086.66,0.0,589.723,0.0,11135044.0,2060.892,11386319.0,4341352.0,4044035.0,74.42,2355.0,79.89,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286831,NOR,Europe,Norway,2022-06-10,1435610.0,0.0,3218.0,0.0,263086.66,0.0,589.723,0.0,11136776.0,2061.213,11387498.0,4341449.0,4044318.0,74.42,1179.0,79.89,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286832,NOR,Europe,Norway,2022-06-11,1435610.0,0.0,3218.0,0.0,263086.66,0.0,589.723,0.0,11137476.0,2061.342,11387638.0,4341475.0,4044344.0,74.42,140.0,79.89,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286833,NOR,Europe,Norway,2022-06-12,1437670.0,2060.0,3257.0,39.0,263464.2,377.511,596.87,7.147,11138478.0,2061.528,11387661.0,4341479.0,4044354.0,74.42,23.0,79.89,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286834,NOR,Europe,Norway,2022-06-13,1437670.0,0.0,3257.0,0.0,263464.2,0.0,596.87,0.0,11140652.0,2061.93,11388822.0,4341571.0,4044614.0,74.43,1161.0,79.89,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286835,NOR,Europe,Norway,2022-06-14,1437670.0,0.0,3257.0,0.0,263464.2,0.0,596.87,0.0,11142504.0,2062.273,11390208.0,4341693.0,4044908.0,74.43,1386.0,79.89,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286836,NOR,Europe,Norway,2022-06-15,1437670.0,0.0,3257.0,0.0,263464.2,0.0,596.87,0.0,11144361.0,2062.617,11392534.0,4341800.0,4045268.0,74.44,2326.0,79.9,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286837,NOR,Europe,Norway,2022-06-16,1437670.0,0.0,3257.0,0.0,263464.2,0.0,596.87,0.0,11146224.0,2062.961,11395456.0,4341989.0,4045752.0,74.45,2922.0,79.9,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286838,NOR,Europe,Norway,2022-06-17,1437670.0,0.0,3257.0,0.0,263464.2,0.0,596.87,0.0,11148313.0,2063.348,11396918.0,4342064.0,4045995.0,74.45,1462.0,79.9,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286839,NOR,Europe,Norway,2022-06-18,1437670.0,0.0,3257.0,0.0,263464.2,0.0,596.87,0.0,11149027.0,2063.48,11397063.0,4342086.0,4046038.0,74.45,145.0,79.9,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286840,NOR,Europe,Norway,2022-06-19,1440693.0,3023.0,3290.0,33.0,264018.16,553.988,602.918,6.048,11149930.0,2063.647,11397105.0,4342096.0,4046049.0,74.45,42.0,79.9,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286841,NOR,Europe,Norway,2022-06-20,1440693.0,0.0,3290.0,0.0,264018.16,0.0,602.918,0.0,11152621.0,2064.145,11398595.0,4342193.0,4046279.0,74.46,1490.0,79.9,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
286842,NOR,Europe,Norway,2022-06-21,1440693.0,0.0,3290.0,0.0,264018.16,0.0,602.918,0.0,11154564.0,2064.505,11400631.0,4342298.0,4046615.0,74.46,2036.0,79.91,14.462,39.7,10.813,0.2,5434324,114.316,5.31,0.957
291475,PAK,Asia,Pakistan,2021-05-21,874751.0,0.0,19467.0,0.0,3589.448,0.0,79.881,0.0,12654997.0,54.688,4956853.0,3825314.0,1193441.0,0.51,209820.0,1.62,255.573,23.5,2.78,4.0,235824864,423.031,8.35,0.557
291487,PAK,Asia,Pakistan,2021-06-02,916239.0,0.0,20680.0,0.0,3759.69,0.0,84.858,0.0,13316397.0,57.547,7648481.0,5706680.0,2076600.0,0.88,311294.0,2.42,255.573,23.5,2.78,4.0,235824864,423.031,8.35,0.557
291488,PAK,Asia,Pakistan,2021-06-03,916239.0,0.0,20680.0,0.0,3759.69,0.0,84.858,0.0,13367920.0,57.769,7953574.0,5920955.0,2174169.0,0.92,305093.0,2.51,255.573,23.5,2.78,4.0,235824864,423.031,8.35,0.557
291498,PAK,Asia,Pakistan,2021-06-13,939931.0,9420.0,21630.0,441.0,3856.908,38.654,88.756,1.81,13818036.0,59.714,10696402.0,8323060.0,2883959.0,1.22,200174.0,3.53,255.573,23.5,2.78,4.0,235824864,423.031,8.35,0.557
291501,PAK,Asia,Pakistan,2021-06-16,939931.0,0.0,21630.0,0.0,3856.908,0.0,88.756,0.0,13934493.0,60.218,11745889.0,9308890.0,3107671.0,1.32,660102.0,3.95,255.573,23.5,2.78,4.0,235824864,423.031,8.35,0.557
291556,PAK,Asia,Pakistan,2021-08-10,1063125.0,0.0,23797.0,0.0,4362.422,0.0,97.648,0.0,16551440.0,71.527,39712007.0,31779365.0,11229247.0,4.76,989715.0,13.48,255.573,23.5,2.78,4.0,235824864,423.031,8.35,0.557
291557,PAK,Asia,Pakistan,2021-08-11,1063125.0,0.0,23797.0,0.0,4362.422,0.0,97.648,0.0,16616130.0,71.806,40664110.0,32607884.0,11497462.0,4.88,952103.0,13.83,255.573,23.5,2.78,4.0,235824864,423.031,8.35,0.557
